entity_type,entity_id,request_path,new_request_path,target_path,redirect_type,store_id,description,is_autogenerated,metadata
custom,,home-v7/,,all-products.html,301,4,,,
custom,,product-category/contac/,,all-products.html,301,4,,,
custom,,product-category/heine/,,all-products.html,301,4,,,
custom,,product-category/heine/?add_to_wishlist=6823,,all-products.html,301,4,,,
custom,,product-category/heine/?add-to-cart=6823,,all-products.html,301,4,,,
custom,,product-category/klife/,,all-products.html,301,4,,,
custom,,product-category/medical-consumable/,,all-products.html,301,4,,,
custom,,product-category/omron/,,all-products.html,301,4,,,
custom,,product-category/uncategorized/,,all-products.html,301,4,,,
custom,,product-tag/12870/,,all-products.html,301,4,,,
custom,,product-tag/good-otoscope/,,all-products.html,301,4,,,
custom,,product-tag/suction-machine-for-mucus-extractor/,,all-products.html,301,4,,,
custom,,product-tag/welchallyn-ophthalmoscope/,,all-products.html,301,4,,,
custom,,04f07729-c713-456f-a332-f9e299a96cd7/,,all-products.html,301,4,,,
custom,,0fd7bf5a-cba6-4438-896b-c9a8ce663ba4/,,all-products.html,301,4,,,
custom,,1-121/,,all-products.html,301,4,,,
custom,,1-135/,,all-products.html,301,4,,,
custom,,1-2-150x150/,,all-products.html,301,4,,,
custom,,1-273/,,all-products.html,301,4,,,
custom,,1-284/,,all-products.html,301,4,,,
custom,,1-312/,,all-products.html,301,4,,,
custom,,1-334/,,all-products.html,301,4,,,
custom,,1-360/,,all-products.html,301,4,,,
custom,,1-86/,,all-products.html,301,4,,,
custom,,2-49/,,all-products.html,301,4,,,
custom,,31o3czkmbml/,,all-products.html,301,4,,,
custom,,3-20/,,all-products.html,301,4,,,
custom,,41izr04sijl-4/,,all-products.html,301,4,,,
custom,,41nnlliqfdl-_sl1500_/,,all-products.html,301,4,,,
custom,,41rscp9cnpl-_sx522_/,,all-products.html,301,4,,,
custom,,46a78542-7ac7-4a27-9a8b-dd6f0310e591/,,all-products.html,301,4,,,
custom,,513xfoluwyl-_sl1100_/,,all-products.html,301,4,,,
custom,,61hxunwnykl-_sl1000_/,,all-products.html,301,4,,,
custom,,61vsdtr3al-_sl1400_/,,all-products.html,301,4,,,
custom,,719zlajs4xl-_sl1500_-2/,,all-products.html,301,4,,,
custom,,9e39beb9-66a7-4429-b0c3-0f89e2b553d1/,,all-products.html,301,4,,,
custom,,cart-2/?remove_item=055e31fa43e652cb4ab6c0ee845c8d36&_wpnonce=92cfced985,,all-products.html,301,4,,,
custom,,cart-2/?remove_item=055e31fa43e652cb4ab6c0ee845c8d36&_wpnonce=93a45450cd,,all-products.html,301,4,,,
custom,,default/adjustable-hospital-bed-back-rest-with-arm-support-6-level-recline-foldable-fabric-back-support.html,,all-products.html,301,4,,,
custom,,default/athlete2-home-fi,,all-products.html,301,4,,,
custom,,default/athlete2-home-fi-2,,all-products.html,301,4,,,
custom,,default/athlete2-home-fi-3,,all-products.html,301,4,,,
custom,,default/brands-widget-2,,all-products.html,301,4,,,
custom,,default/brands-widget-3,,all-products.html,301,4,,,
custom,,default/buttons-2,,all-products.html,301,4,,,
custom,,default/buttons-3,,all-products.html,301,4,,,
custom,,default/categories-widget-2,,all-products.html,301,4,,,
custom,,default/categories-widget-3,,all-products.html,301,4,,,
custom,,default/disposable-cautery-pencil-for-hospitals-multi-functional-electrosurgical-pencil.html,,medical-device/product/cautery-pen.html,301,4,,,
custom,,default/expand-content,,all-products.html,301,4,,,
custom,,default/expand-content-2,,all-products.html,301,4,,,
custom,,default/expand-content-3,,all-products.html,301,4,,,
custom,,default/faq-2,,all-products.html,301,4,,,
custom,,default/faq-3,,all-products.html,301,4,,,
custom,,default/faq-v2,,all-products.html,301,4,,,
custom,,default/faq-v2-2,,all-products.html,301,4,,,
custom,,default/faq-v2-3,,all-products.html,301,4,,,
custom,,default/hepa-filter-for-yuwell-phlegm-suction-machine-white-medical-grade-bacterial-filter-compatible-replacement.html,,all-products.html,301,4,,,
custom,,default/home,,all-products.html,301,4,,,
custom,,default/home-otica-new-123,,all-products.html,301,4,,,
custom,,default/infinite-slide-2,,all-products.html,301,4,,,
custom,,default/otica-air-inlet-filter-for-oxygen-concentrator.html,,home-healthcare-devices/oxygen-concentrator.html,301,4,,,
custom,,default/otica-heavy-duty-foldable-soft-stretcher-for-medical-use-portable-waterproof-stretcher-for-patient-emergency-use-patient-transport-stretcher-with-carry-bag-support-upto-130kg-weight.html,,medical-device/product/emergency-stretcher.html,301,4,,,
custom,,default/otica-kilner-cheek-retractor-c-shape-retractor-set-of-3-hand-held-retractor.html,,surgical-instrument/product/retractor.html,301,4,,,
custom,,default/otica-kilner-retractor-senn-miller-cat-paw-retractor-6-5-inch-hand-held-retractor.html,,surgical-instrument/product/retractor.html,301,4,,,
custom,,default/otica-latex-hand-gloves-100-pcs-medical-grade-4gm-white-food-grade-ce-approved-non-sterile-medical-examination-all-purpose-powdered-cleaning-examination-gloves-pack-of-100-large.html,,hospital-consumables/apparel-gloves.html,301,4,,,
custom,,default/otica-medical-student-all-black-stethoscope-dual-side-diagram-aluminium-chestpeice-powder-coated-frame-clear-sound-for-doctors-medical-students-nurses-students-home-health-use.html,,professional-diagnostic-equipment/product/stethoscope.html,301,4,,,
custom,,default/otica-queen-square-knee-hammer-physiotherapy-neurology-ortho-testing-tool-durable-medical-diagnostic-instrument-medical-student.html,,professional-diagnostic-equipment.html,301,4,,,
custom,,default/otica-stainless-steel-410-grade-sims-speculum-s-m-l-set-of-3.html,,all-products.html,301,4,,,
custom,,default/otica-stainless-steel-scalpel-handle-for-surgical-blade-handle.html,,surgical-instrument/product/surgical-blade.html,301,4,,,
custom,,default/otica-surgical-langenback-retractor-for-precision-in-medical-procedures-hand-held-retractors.html,,surgical-instrument/product/retractor.html,301,4,,,
custom,,default/otica-tuning-fork-stainless-steel-medical-tuning-fork-for-medical-students-doctors-neurologists-healthcare-professionals.html,,professional-diagnostic-equipment/product/stethoscope.html,301,4,,,
custom,,default/oxygen-humidifier-bottle-botl-1-with-plastic-connector-1-compatible-with-oxygen-concentrators-cylinders.html,,home-healthcare-devices/oxygen-concentrator.html,301,4,,,
custom,,default/product-carousels-2,,all-products.html,301,4,,,
custom,,default/product-carousels-3,,all-products.html,301,4,,,
custom,,default/product-grid-columns-2,,all-products.html,301,4,,,
