entity_type,entity_id,request_path,new_request_path,target_path,redirect_type,store_id,description,is_autogenerated,metadata
custom,,product-tag/ecg-electrodes-wire/,,medical-device/product/ecg-machine.html,301,7,,,
custom,,product-tag/ecg-machine-12-channel/,,medical-device/product/ecg-machine.html,301,1,,,
custom,,product-tag/ecg-machine-12-channel/,,medical-device/product/ecg-machine.html,301,2,,,
custom,,product-tag/ecg-machine-12-channel/,,medical-device/product/ecg-machine.html,301,3,,,
custom,,product-tag/ecg-machine-12-channel/,,medical-device/product/ecg-machine.html,301,4,,,
custom,,product-tag/ecg-machine-12-channel/,,medical-device/product/ecg-machine.html,301,5,,,
custom,,product-tag/ecg-machine-12-channel/,,medical-device/product/ecg-machine.html,301,6,,,
custom,,product-tag/ecg-machine-12-channel/,,medical-device/product/ecg-machine.html,301,7,,,
custom,,product-tag/ecg-machine-12-channel/feed/,,medical-device/product/ecg-machine.html,301,1,,,
custom,,product-tag/ecg-machine-12-channel/feed/,,medical-device/product/ecg-machine.html,301,2,,,
custom,,product-tag/ecg-machine-12-channel/feed/,,medical-device/product/ecg-machine.html,301,3,,,
custom,,product-tag/ecg-machine-12-channel/feed/,,medical-device/product/ecg-machine.html,301,4,,,
custom,,product-tag/ecg-machine-12-channel/feed/,,medical-device/product/ecg-machine.html,301,5,,,
custom,,product-tag/ecg-machine-12-channel/feed/,,medical-device/product/ecg-machine.html,301,6,,,
custom,,product-tag/ecg-machine-12-channel/feed/,,medical-device/product/ecg-machine.html,301,7,,,
custom,,product-tag/ecg-machine-12-channel-bpl/,,medical-device/product/ecg-machine.html,301,1,,,
custom,,product-tag/ecg-machine-12-channel-bpl/,,medical-device/product/ecg-machine.html,301,2,,,
custom,,product-tag/ecg-machine-12-channel-bpl/,,medical-device/product/ecg-machine.html,301,3,,,
custom,,product-tag/ecg-machine-12-channel-bpl/,,medical-device/product/ecg-machine.html,301,4,,,
custom,,product-tag/ecg-machine-12-channel-bpl/,,medical-device/product/ecg-machine.html,301,5,,,
custom,,product-tag/ecg-machine-12-channel-bpl/,,medical-device/product/ecg-machine.html,301,6,,,
custom,,product-tag/ecg-machine-12-channel-bpl/,,medical-device/product/ecg-machine.html,301,7,,,
custom,,product-tag/ecg-machine-3-channel-nidek/,,medical-device/product/ecg-machine.html,301,1,,,
custom,,product-tag/ecg-machine-3-channel-nidek/,,medical-device/product/ecg-machine.html,301,2,,,
custom,,product-tag/ecg-machine-3-channel-nidek/,,medical-device/product/ecg-machine.html,301,3,,,
custom,,product-tag/ecg-machine-3-channel-nidek/,,medical-device/product/ecg-machine.html,301,4,,,
custom,,product-tag/ecg-machine-3-channel-nidek/,,medical-device/product/ecg-machine.html,301,5,,,
custom,,product-tag/ecg-machine-3-channel-nidek/,,medical-device/product/ecg-machine.html,301,6,,,
custom,,product-tag/ecg-machine-3-channel-nidek/,,medical-device/product/ecg-machine.html,301,7,,,
custom,,product-tag/ecg-machine-3-channel-paper/,,medical-device/product/ecg-machine.html,301,1,,,
custom,,product-tag/ecg-machine-3-channel-paper/,,medical-device/product/ecg-machine.html,301,2,,,
custom,,product-tag/ecg-machine-3-channel-paper/,,medical-device/product/ecg-machine.html,301,3,,,
custom,,product-tag/ecg-machine-3-channel-paper/,,medical-device/product/ecg-machine.html,301,4,,,
custom,,product-tag/ecg-machine-3-channel-paper/,,medical-device/product/ecg-machine.html,301,5,,,
custom,,product-tag/ecg-machine-3-channel-paper/,,medical-device/product/ecg-machine.html,301,6,,,
custom,,product-tag/ecg-machine-3-channel-paper/,,medical-device/product/ecg-machine.html,301,7,,,
custom,,product-tag/ecg-machine-bag/,,medical-device/product/ecg-machine.html,301,1,,,
custom,,product-tag/ecg-machine-bag/,,medical-device/product/ecg-machine.html,301,2,,,
custom,,product-tag/ecg-machine-bag/,,medical-device/product/ecg-machine.html,301,3,,,
custom,,product-tag/ecg-machine-bag/,,medical-device/product/ecg-machine.html,301,4,,,
custom,,product-tag/ecg-machine-bag/,,medical-device/product/ecg-machine.html,301,5,,,
custom,,product-tag/ecg-machine-bag/,,medical-device/product/ecg-machine.html,301,6,,,
custom,,product-tag/ecg-machine-bag/,,medical-device/product/ecg-machine.html,301,7,,,
custom,,product-tag/ecg-machine-bpl/,,medical-device/product/ecg-machine.html,301,1,,,
custom,,product-tag/ecg-machine-bpl/,,medical-device/product/ecg-machine.html,301,2,,,
